Id,Response,L0_S0_D1,L0_S1_D26,L0_S1_D30,L0_S2_D34,L0_S3_D70,L0_S4_D106,L0_S4_D111,L0_S5_D115,L0_S6_D120,L0_S7_D137,L0_S8_D145,L0_S9_D152,L0_S9_D157,L0_S9_D162,L0_S9_D167,L0_S10_D216,L0_S10_D221,L0_S10_D231,L0_S11_D280,L0_S12_D331,L0_S13_D355,L0_S14_D360,L0_S15_D395,L0_S16_D423,L0_S17_D432,L0_S18_D437,L0_S19_D454,L0_S20_D462,L0_S21_D469,L0_S21_D474,L0_S21_D484,L0_S22_D543,L0_S22_D548,L0_S22_D553,L0_S22_D558,L0_S23_D617,L1_S24_D677,L1_S24_D697,L1_S24_D702,L1_S24_D772,L1_S24_D801,L1_S24_D804,L1_S24_D807,L1_S24_D813,L1_S24_D818,L1_S24_D909,L1_S24_D999,L1_S24_D1018,L1_S24_D1062,L1_S24_D1116,L1_S24_D1135,L1_S24_D1155,L1_S24_D1158,L1_S24_D1163,L1_S24_D1168,L1_S24_D1171,L1_S24_D1178,L1_S24_D1186,L1_S24_D1277,L1_S24_D1368,L1_S24_D1413,L1_S24_D1457,L1_S24_D1511,L1_S24_D1522,L1_S24_D1536,L1_S24_D1558,L1_S24_D1562,L1_S24_D1566,L1_S24_D1568,L1_S24_D1570,L1_S24_D1576,L1_S24_D1583,L1_S24_D1674,L1_S24_D1765,L1_S24_D1770,L1_S24_D1809,L1_S24_D1826,L1_S25_D1854,L1_S25_D1867,L1_S25_D1883,L1_S25_D1887,L1_S25_D1891,L1_S25_D1898,L1_S25_D1902,L1_S25_D1980,L1_S25_D2058,L1_S25_D2098,L1_S25_D2138,L1_S25_D2180,L1_S25_D2206,L1_S25_D2230,L1_S25_D2238,L1_S25_D2240,L1_S25_D2242,L1_S25_D2248,L1_S25_D2251,L1_S25_D2329,L1_S25_D2406,L1_S25_D2430,L1_S25_D2445,L1_S25_D2471,L1_S25_D2497,L1_S25_D2505,L1_S25_D2507,L1_S25_D2509,L1_S25_D2515,L1_S25_D2518,L1_S25_D2596,L1_S25_D2674,L1_S25_D2713,L1_S25_D2728,L1_S25_D2754,L1_S25_D2780,L1_S25_D2788,L1_S25_D2790,L1_S25_D2792,L1_S25_D2798,L1_S25_D2801,L1_S25_D2879,L1_S25_D2957,L1_S25_D2996,L1_S25_D3011,L2_S26_D3037,L2_S26_D3081,L2_S27_D3130,L2_S28_D3223,L3_S29_D3316,L3_S29_D3474,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3566,L3_S30_D3726,L3_S31_D3836,L3_S32_D3852,L3_S33_D3856,L3_S34_D3875,L3_S35_D3886,L3_S35_D3895,L3_S35_D3900,L3_S36_D3919,L3_S36_D3928,L3_S37_D3942,L3_S38_D3953,L3_S39_D3966,L3_S40_D3981,L3_S40_D3985,L3_S41_D3997,L3_S42_D4029,L3_S42_D4045,L3_S43_D4062,L3_S43_D4082,L3_S44_D4101,L3_S45_D4125,L3_S46_D4135,L3_S47_D4140,L3_S48_D4194,L3_S49_D4208,L3_S49_D4218,L3_S50_D4242,L3_S51_D4255
1344531.0,1,690.8300170898438,690.8300170898438,690.8300170898438,,690.8400268554688,,,690.8499755859375,,690.8499755859375,690.8499755859375,,,,,690.8499755859375,690.8499755859375,690.8499755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.6199951171875,692.6199951171875,692.6300048828125,692.6300048828125,692.6300048828125,692.6300048828125,692.6300048828125,,,692.6400146484375,692.6400146484375,692.6400146484375,692.6400146484375,692.6400146484375,,,692.6500244140625,,,,,,,,,,,,,,,,,,
1346485.0,1,610.1099853515625,610.1099853515625,610.1099853515625,,610.1199951171875,,,610.1300048828125,610.1400146484375,,610.1400146484375,,,,,,,,610.1400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.8900146484375,615.8900146484375,615.9000244140625,615.9000244140625,615.9000244140625,615.9000244140625,615.9000244140625,,615.9299926757812,,,615.9299926757812,615.9299926757812,615.9299926757812,,,615.9400024414062,,,,,,,,,,,,,,,,,,
1347377.0,1,169.8800048828125,169.8800048828125,169.8800048828125,,169.8800048828125,,,169.88999938964844,169.89999389648438,,169.89999389648438,,,,,,,,169.89999389648438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.10000610351562,174.27000427246094,174.27000427246094,174.27999877929688,174.27999877929688,174.27999877929688,,174.27999877929688,174.27999877929688,,174.3000030517578,174.3000030517578,174.3000030517578,174.3000030517578,174.3000030517578,,,174.30999755859375,,,,,,,,,,,,,,,,,,
1348172.0,1,338.75,338.760009765625,338.760009765625,338.760009765625,,338.7799987792969,338.7799987792969,,,338.7799987792969,338.7799987792969,,,,,338.7799987792969,338.7799987792969,338.7799987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.67999267578125,339.67999267578125,339.67999267578125,339.67999267578125,339.67999267578125,,339.67999267578125,,,339.70001220703125,339.70001220703125,,,,339.7099914550781,339.7099914550781,339.7099914550781,,,,,,,,,,,,,,,,,,
1348869.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.8200073242188,708.8200073242188,708.8200073242188,708.8200073242188,708.8300170898438,708.8300170898438,708.8300170898438,708.8300170898438,708.8300170898438,,,708.8300170898438,708.8499755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.3499755859375,738.3499755859375,,,757.530029296875,757.530029296875,757.530029296875,757.530029296875,757.530029296875,757.530029296875,757.530029296875,,757.5800170898438,,,757.5800170898438,757.5800170898438,757.5800170898438,,,757.5900268554688,,,,,,,,,,,,,,,,,,
1349755.0,1,,,,,,,,,,,,,,,,,,,,684.0999755859375,684.0999755859375,,684.1099853515625,,684.1199951171875,684.1199951171875,,684.1199951171875,,,,,,,,684.1199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.25,687.25,687.27001953125,687.27001953125,687.27001953125,687.27001953125,687.27001953125,,,687.280029296875,687.2899780273438,687.2899780273438,687.2899780273438,687.2899780273438,,,687.2899780273438,,,,,,,,,,,,,,,,,,
1350171.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.6300048828125,,,,,,,,,,,,1006.9199829101562,1006.9199829101562,1006.9199829101562,1006.9199829101562,1006.9199829101562,,1006.9299926757812,1006.9299926757812,,1006.9299926757812,,,1026.2900390625,,1031.6199951171875,1031.6199951171875,1031.6199951171875,1031.6199951171875,1031.6199951171875,1031.6199951171875,1031.6199951171875,,,1031.6300048828125,1031.6400146484375,1031.6400146484375,1031.6400146484375,1031.6400146484375,,,1031.6400146484375,,,,,,,,,,,,,,,,,,
1351467.0,1,,,,,,,,,,,,,,,,,,,,1289.18994140625,1289.199951171875,1289.199951171875,,1289.2099609375,,,1289.2099609375,1289.2099609375,,,,1289.219970703125,1289.219970703125,1289.219970703125,1289.219970703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.2900390625,1291.300048828125,1291.300048828125,1291.300048828125,,,,,1291.300048828125,1291.300048828125,,1291.3199462890625,1291.3199462890625,,,1291.3299560546875,1291.3299560546875
1351995.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.739990234375,690.739990234375,690.739990234375,690.739990234375,,690.75,690.75,690.75,690.75,,690.760009765625,690.77001953125,690.77001953125,,690.77001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.8200073242188,722.8200073242188,,,726.010009765625,726.010009765625,726.0700073242188,726.0700073242188,726.0700073242188,726.0700073242188,726.0700073242188,,,726.0800170898438,726.0800170898438,726.0900268554688,726.0900268554688,726.0900268554688,,,726.0900268554688,,,,,,,,,,,,,,,,,,
1351996.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.739990234375,690.739990234375,690.739990234375,690.739990234375,,690.75,690.75,690.75,690.75,,690.760009765625,690.77001953125,690.77001953125,,690.77001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.8200073242188,722.8200073242188,,,726.010009765625,726.010009765625,726.0700073242188,726.0700073242188,726.0700073242188,726.0700073242188,726.0700073242188,,,726.0800170898438,726.0800170898438,726.0900268554688,726.0900268554688,726.0900268554688,,,726.0900268554688,737.8099975585938,,,,,,,,,,,,,,,,,
1352013.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.6599731445312,964.6599731445312,964.6599731445312,964.6599731445312,,964.6699829101562,964.6699829101562,964.6799926757812,964.6799926757812,964.6900024414062,,,,964.7000122070312,964.7000122070312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0399780273438,,989.2000122070312,989.2000122070312,989.2000122070312,989.2000122070312,989.2000122070312,989.2000122070312,989.2000122070312,,,989.2100219726562,989.2100219726562,,,,989.219970703125,989.219970703125,989.219970703125,,,,,,,,,,,,,,,,,,
1352063.0,1,654.3800048828125,654.3800048828125,654.3800048828125,654.3800048828125,,654.3900146484375,654.3900146484375,,,654.3900146484375,654.4000244140625,,,,,654.4000244140625,654.4000244140625,654.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,,655.9600219726562,,,655.969970703125,655.969970703125,655.969970703125,,,655.969970703125,,,,,,,,,,,,,,,,,,
1352064.0,1,654.3800048828125,654.3800048828125,654.3800048828125,654.3800048828125,,654.3900146484375,654.3900146484375,,,654.3900146484375,654.4000244140625,,,,,654.4000244140625,654.4000244140625,654.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,,655.9600219726562,,,655.969970703125,655.969970703125,655.969970703125,,,655.969970703125,,,,,,,,,,,,,,,,,,
1352163.0,1,509.9599914550781,509.9599914550781,509.9599914550781,509.9599914550781,,,,509.9800109863281,,509.9800109863281,509.989990234375,509.989990234375,509.989990234375,509.989990234375,509.989990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.6199951171875,510.6199951171875,510.6199951171875,510.6199951171875,,,,,510.6199951171875,510.6199951171875,,510.6300048828125,510.6300048828125,,510.6400146484375,510.6499938964844,510.6499938964844
1352165.0,1,,,,,,,,,,,,,,,,,,,,555.0999755859375,555.1099853515625,555.1099853515625,,555.1300048828125,,,555.1300048828125,555.1400146484375,,,,,,,,555.1400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9400024414062,555.9400024414062,555.9400024414062,555.9400024414062,,,555.9400024414062,555.9400024414062,,555.9500122070312,,555.9600219726562,555.9600219726562,555.9600219726562,555.9600219726562,,555.9600219726562
1352888.0,1,340.760009765625,340.7699890136719,340.7699890136719,340.7699890136719,,340.7900085449219,340.7900085449219,,340.7900085449219,,340.79998779296875,340.79998779296875,340.79998779296875,340.79998779296875,340.79998779296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.4700012207031,342.4700012207031,342.4800109863281,342.4800109863281,342.4800109863281,,342.4800109863281,,,342.489990234375,342.489990234375,,,,342.489990234375,342.489990234375,342.489990234375,,,,,,,,,,,,,,,,,,
1353129.0,1,,,,,,,,,,,,,,,,,,,,476.80999755859375,476.80999755859375,,476.80999755859375,476.8399963378906,,476.8500061035156,,476.8500061035156,,,,,,,,476.8500061035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.3599853515625,482.3599853515625,482.3699951171875,482.3699951171875,482.3699951171875,,482.3699951171875,,,482.3800048828125,482.3800048828125,482.3900146484375,482.3900146484375,482.3900146484375,,,482.3900146484375,,,,,,,,,,,,,,,,,,
1353339.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.82000732421875,470.9200134277344,470.9200134277344,470.92999267578125,470.92999267578125,470.92999267578125,,470.92999267578125,,470.94000244140625,470.95001220703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.9200134277344,506.9200134277344,506.9200134277344,506.9200134277344,506.9200134277344,,506.9200134277344,,,506.92999267578125,506.92999267578125,506.94000244140625,506.94000244140625,506.94000244140625,,,506.94000244140625,,,,,,,,,,,,,,,,,,
1354181.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.739990234375,964.8400268554688,964.8400268554688,964.8400268554688,964.8400268554688,964.8400268554688,,964.8499755859375,964.8499755859375,,964.8599853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.2000122070312,,988.0700073242188,988.0700073242188,988.0700073242188,988.0700073242188,988.0700073242188,988.0700073242188,988.0700073242188,,,988.0900268554688,988.0900268554688,,,,988.0999755859375,988.0999755859375,988.0999755859375,,,,,,,,,,,,,,,,,,
1354347.0,1,654.3800048828125,654.3800048828125,654.3800048828125,654.3800048828125,,,,654.3900146484375,,654.4000244140625,654.4000244140625,654.4000244140625,654.4000244140625,654.4000244140625,654.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,655.9099731445312,,655.9600219726562,,,655.969970703125,655.969970703125,655.969970703125,,,655.969970703125,,,,,,,,,,,,,,,,,,
1354991.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.5900268554688,989.5999755859375,989.5999755859375,989.5999755859375,,989.5999755859375,989.5999755859375,989.6099853515625,989.6099853515625,989.6199951171875,,,,989.6199951171875,989.6300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.5700073242188,1003.5700073242188,,,1005.010009765625,1005.010009765625,1005.02001953125,1005.02001953125,1005.02001953125,1005.02001953125,1005.02001953125,,,1005.02001953125,1005.030029296875,,,,1005.030029296875,1005.030029296875,1005.030029296875,,,,,,,,,,,,,,,,,,
1355162.0,1,,,,,,,,,,,,,,,,,,,,200.27999877929688,200.2899932861328,,200.2899932861328,200.3000030517578,,200.3000030517578,,200.3000030517578,,,,,,,,200.30999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.42999267578125,201.42999267578125,201.44000244140625,201.44000244140625,201.44000244140625,,201.44000244140625,,,201.4499969482422,201.4499969482422,,,,201.4499969482422,201.4499969482422,201.4600067138672,,,,,,,,,,,,,,,,,,
1355232.0,1,1356.6300048828125,1356.6300048828125,1356.6300048828125,1356.6300048828125,,1356.6500244140625,1356.6500244140625,,1356.6500244140625,,1356.6500244140625,1356.6600341796875,1356.6600341796875,1356.6600341796875,1356.6600341796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.1099853515625,1361.1099853515625,1361.1199951171875,1361.1199951171875,1361.1199951171875,1361.1199951171875,1361.1199951171875,,,1361.1300048828125,1361.1300048828125,1361.1400146484375,1361.1400146484375,1361.1400146484375,,,1361.1400146484375,,,,,,,,,,,,,,,,,,
1355356.0,1,634.25,634.25,634.25,,634.260009765625,634.27001953125,634.27001953125,,634.27001953125,,634.27001953125,634.280029296875,634.280029296875,634.280029296875,634.280029296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,637.0,637.010009765625,637.010009765625,637.010009765625,637.010009765625,637.010009765625,,,637.02001953125,637.02001953125,637.02001953125,637.02001953125,637.02001953125,,,637.030029296875,,,,,,,,,,,,,,,,,,
1355481.0,1,889.0599975585938,889.0599975585938,889.0599975585938,889.0599975585938,,,,889.0800170898438,,889.0800170898438,889.0800170898438,,,,,889.0800170898438,889.0800170898438,889.0800170898438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.27001953125,,894.8400268554688,894.8400268554688,894.8499755859375,894.8499755859375,894.8499755859375,894.8499755859375,894.8499755859375,,,894.8599853515625,894.8599853515625,,,,894.8699951171875,894.8699951171875,894.8699951171875,,,,,,,,,,,,,,,,,,
1356944.0,1,640.6300048828125,640.6300048828125,640.6300048828125,,640.6300048828125,640.6400146484375,640.6400146484375,,640.6500244140625,,640.6500244140625,,,,,,,,640.6500244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0399780273438,653.0399780273438,653.0399780273438,653.0399780273438,653.0399780273438,653.0399780273438,653.0399780273438,,,653.0499877929688,653.0599975585938,,,,653.0599975585938,653.0599975585938,653.0599975585938,,,,,,,,,,,,,,,,,,
1357210.0,1,,,,,,,,,,,,,,,,,,,,554.489990234375,554.489990234375,554.489990234375,,554.510009765625,,,554.52001953125,554.52001953125,,,,,,,,554.5499877929688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.5599975585938,555.5700073242188,555.5700073242188,555.5700073242188,,,555.5999755859375,555.5999755859375,,555.5999755859375,,555.6099853515625,555.6099853515625,555.6199951171875,555.6199951171875,,555.6199951171875
1357596.0,1,99.91000366210938,99.91000366210938,99.91000366210938,99.91000366210938,,,,99.91999816894531,99.91999816894531,,99.93000030517578,,,,,99.93000030517578,99.93000030517578,99.93000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.63999938964844,101.63999938964844,101.6500015258789,101.6500015258789,101.6500015258789,,101.6500015258789,101.66999816894531,101.77999877929688,,,101.79000091552734,101.79000091552734,101.79000091552734,,,101.79000091552734,,,,,,,,,,,,,,,,,,
1357670.0,1,819.2000122070312,819.2000122070312,819.2000122070312,,819.2000122070312,,,819.219970703125,,819.22998046875,819.22998046875,819.22998046875,819.22998046875,819.22998046875,819.22998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.1199951171875,822.1199951171875,822.1400146484375,822.1400146484375,822.1400146484375,822.1400146484375,822.1400146484375,,,822.1500244140625,822.1500244140625,,,,822.1599731445312,822.1599731445312,822.1599731445312,,,,,,,,,,,,,,,,,,
1358172.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.7899780273438,789.7999877929688,789.7999877929688,789.7999877929688,,789.7999877929688,789.7999877929688,789.8099975585938,789.8099975585938,789.8099975585938,,789.8099975585938,789.8099975585938,,789.8099975585938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.4400024414062,792.4400024414062,,,793.8200073242188,793.8200073242188,793.8200073242188,793.8200073242188,793.8200073242188,793.8200073242188,793.8200073242188,,,793.8300170898438,793.8400268554688,793.8400268554688,793.8400268554688,793.8400268554688,,,793.8400268554688,,,,,,,,,,,,,,,,,,
1358908.0,1,557.8300170898438,557.8300170898438,557.8300170898438,,557.8300170898438,,,557.8499755859375,,557.8499755859375,557.8599853515625,557.8599853515625,557.8599853515625,557.8599853515625,557.8599853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.9500122070312,558.9500122070312,558.9500122070312,558.9500122070312,558.9500122070312,558.9500122070312,558.9500122070312,,,558.9600219726562,558.969970703125,,,,558.969970703125,558.969970703125,558.97998046875,,,,,,,,,,,,,,,,,,
1359564.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.9000244140625,711.9000244140625,711.9000244140625,711.9000244140625,,711.9000244140625,711.9000244140625,711.9000244140625,711.9000244140625,711.9099731445312,,711.9099731445312,711.9099731445312,,711.9099731445312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1400146484375,,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,,757.6400146484375,,,,,,757.6599731445312,757.6599731445312,757.6599731445312,,,,,,,,,,,,,,,,,,
1359565.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.9000244140625,711.9000244140625,711.9000244140625,711.9000244140625,,711.9000244140625,711.9000244140625,711.9000244140625,711.9000244140625,711.9099731445312,,711.9099731445312,711.9099731445312,,711.9099731445312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1400146484375,,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,757.5999755859375,,757.6400146484375,,,,,,757.6599731445312,757.6599731445312,757.6599731445312,,,,,,,,,,,,,,,,,,
1359938.0,1,340.7699890136719,340.7699890136719,340.7699890136719,340.7699890136719,,,,340.7900085449219,,340.7900085449219,340.79998779296875,,,,,,,,340.79998779296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.4700012207031,342.4700012207031,342.4800109863281,342.4800109863281,342.4800109863281,,342.4800109863281,,,342.489990234375,342.489990234375,,,,342.489990234375,342.489990234375,342.489990234375,,,,,,,,,,,,,,,,,,
1360082.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.6499938964844,400.6600036621094,400.6600036621094,,400.6600036621094,400.6600036621094,400.6600036621094,400.6600036621094,,400.6700134277344,400.67999267578125,,400.67999267578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.760009765625,,,,,,,,,,,,,,,,,,,,470.92999267578125,470.92999267578125,470.92999267578125,470.92999267578125,,,,,470.92999267578125,470.94000244140625,,470.94000244140625,470.95001220703125,,,470.9599914550781,470.9599914550781
1360241.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.72998046875,998.8300170898438,998.8400268554688,998.8400268554688,998.8400268554688,998.8400268554688,998.8400268554688,,,998.8499755859375,998.8499755859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.4600219726562,1013.4600219726562,,,1020.219970703125,1020.219970703125,1020.219970703125,1020.219970703125,1020.219970703125,1020.219970703125,1020.219970703125,,,1020.239990234375,1020.239990234375,,,,1020.25,1020.25,1020.25,,,,,,,,,,,,,,,,,,
1360590.0,1,924.6699829101562,924.6699829101562,924.6699829101562,,924.6699829101562,,,924.6900024414062,924.6900024414062,,924.6900024414062,924.7000122070312,924.7000122070312,924.7000122070312,924.7000122070312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.3800048828125,929.3800048828125,929.3900146484375,929.3900146484375,929.3900146484375,929.3900146484375,929.3900146484375,,,929.3900146484375,929.4000244140625,,,,929.4000244140625,929.4000244140625,929.4000244140625,,,,,,,,,,,,,,,,,,
1360761.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.6599731445312,961.6599731445312,961.6599731445312,961.6599731445312,,961.6699829101562,961.6699829101562,961.6699829101562,961.6699829101562,,961.6699829101562,961.6699829101562,961.6699829101562,,961.6699829101562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.77001953125,1020.77001953125,,,1030.6600341796875,1030.6600341796875,1030.6600341796875,1030.6600341796875,1030.6600341796875,1030.6600341796875,1030.6600341796875,,,1030.6800537109375,1030.6800537109375,,,,1030.68994140625,1030.68994140625,1030.68994140625,,,,,,,,,,,,,,,,,,
